id_cliente,nome_cliente,regiao_cliente,idade_cliente,faixa_etaria
16895461670,Joana Andrade,NORDESTE,33,Adulto
16896291841,Helena Santos,CENTRO-OESTE,61,Idoso
16896619483,Júlia Fernandes,SUDESTE,30,Adulto
16898137396,Tatiana Batista,NORTE,20,Jovem
16899329593,Erick Santos,CENTRO-OESTE,29,Jovem
16907545398,Breno Toledo,SUDESTE,63,Idoso
16913723499,Sofia Dutra,SUL,48,Adulto
16934882049,Matheus Cavalcante,SUDESTE,61,Idoso
16945470625,Gustavo Moreira,NORTE,48,Adulto
16953024364,Fábio Rangel,SUDESTE,38,Adulto
16956899592,Gustavo Moraes,SUL,19,Jovem
16958452515,Débora Andrade,SUDESTE,31,Adulto
16971186448,Antônio Campos,SUL,59,Adulto
16973316974,Simone Guimarães,NORDESTE,46,Adulto
16973807012,Alessandra Pires,SUDESTE,72,Idoso
16974554673,Adriana Lima,NORTE,31,Adulto
16978668757,Enzo Dutra,CENTRO-OESTE,49,Adulto
16981334336,Diego Bonfim,SUDESTE,52,Adulto
16982066901,Igor Sales,NORTE,41,Adulto
16985328774,Caio Queiroz,SUDESTE,39,Adulto
17001255491,Diogo Coelho,SUDESTE,52,Adulto
17004688224,Caíque Assis,SUDESTE,21,Jovem
17004742430,Breno Moraes,NORDESTE,51,Adulto
17014070532,Paula Fonseca,CENTRO-OESTE,39,Adulto
17014221386,Henrique Paiva,SUL,37,Adulto
17017366092,Beatriz Azevedo,NORDESTE,30,Adulto
17020823653,Rodrigo Reis,NORDESTE,20,Jovem
17022987361,Evelin Barbosa,NORTE,47,Adulto
17033448879,Camila Cardoso,SUDESTE,39,Adulto
17034843474,Fábio Freitas,SUDESTE,30,Adulto
17036322850,Diogo Barreto,SUDESTE,57,Adulto
17040030282,Yasmin Sales,SUDESTE,29,Jovem
17041593991,Joana Guimarães,NORDESTE,20,Jovem
17043380968,Isabela Andrade,SUL,56,Adulto
17047004460,Fábio Silva,NORDESTE,43,Adulto
17047044214,Erick Campos,SUL,48,Adulto
17050984378,Fábio Aguiar,SUL,39,Adulto
17069326784,Igor Siqueira,SUDESTE,77,Idoso
17071393120,Ana Albuquerque,SUDESTE,59,Adulto
17075607956,Gustavo Macedo,SUDESTE,39,Adulto
17078706725,Paula Tavares,SUL,51,Adulto
17103765870,Alice Aguiar,SUDESTE,21,Jovem
17110201163,Diego Rezende,NORDESTE,52,Adulto
17114338758,Tatiana Costa,NORDESTE,52,Adulto
17116675974,Beatriz Guimarães,SUDESTE,39,Adulto
17119611548,Mariana Amorim,NORTE,38,Adulto
17120486275,João Albuquerque,NORDESTE,29,Jovem
17129573928,Camila Guimarães,SUDESTE,36,Adulto
17132100724,Caíque Barbosa,NORDESTE,59,Adulto
17136820282,Daniela Toledo,SUDESTE,27,Jovem
17144212838,Fabiana Almeida,SUDESTE,42,Adulto
17148589415,Letícia Moura,NORDESTE,60,Adulto
17149326565,Vinícius Reis,NORTE,29,Jovem
17151420051,Carla Xavier,NORDESTE,37,Adulto
17152528894,Ana Siqueira,SUL,20,Jovem
17152555458,José Macedo,NORDESTE,59,Adulto
17171579636,Fernando Campos,SUDESTE,42,Adulto
17176474577,Débora Costa,SUL,49,Adulto
17180671022,Rafael Paiva,CENTRO-OESTE,49,Adulto
17185019220,Adriana Almeida,NORDESTE,21,Jovem
17187982586,Carla Antunes,NORDESTE,20,Jovem
17190667869,Evelin Fernandes,SUDESTE,33,Adulto
17193952036,Eduarda Macedo,SUDESTE,20,Jovem
17197655465,Paula Andrade,NORDESTE,31,Adulto
17197656553,Larissa Santos,SUL,31,Adulto
17201324651,Débora Dias,SUL,51,Adulto
17204404554,Camila Xavier,NORDESTE,33,Adulto
17210883612,Mariana Rezende,NORDESTE,52,Adulto
17220612940,Antônio Azevedo,SUL,28,Jovem
17230818894,Breno Santana,CENTRO-OESTE,29,Jovem
17239335998,Erick Campos,SUL,21,Jovem
17242314641,Débora Campos,NORTE,68,Idoso
17256263370,Rafael Cunha,SUDESTE,40,Adulto
17258187828,Natalia Cardoso,SUDESTE,40,Adulto
17259500860,Fábio Pires,NORDESTE,75,Idoso
17263594008,Fernando Pinheiro,NORDESTE,38,Adulto
17266383547,Camila Moraes,NORTE,59,Adulto
17266587657,Diogo Almeida,NORDESTE,29,Jovem
17271957833,Jonathan Nunes,SUDESTE,40,Adulto
17276538198,Elis Aguiar,SUDESTE,32,Adulto
17278088944,Júlia Fernandes,CENTRO-OESTE,33,Adulto
17281086246,Ana Dutra,CENTRO-OESTE,39,Adulto
17283980430,Gustavo Moura,NORDESTE,36,Adulto
17288483188,Heitor Freitas,SUDESTE,50,Adulto
17292749909,Tatiana Campos,SUL,27,Jovem
17294428420,Caíque Dutra,SUL,26,Jovem
17295600064,Renato Antunes,SUDESTE,19,Jovem
17299551641,Fábio Santana,CENTRO-OESTE,51,Adulto
17304817165,Elisa Mendes,CENTRO-OESTE,30,Adulto
17306450760,Fernando Toledo,SUDESTE,47,Adulto
17310184558,Beatriz Peixoto,SUL,46,Adulto
17310428373,Fernando Azevedo,NORDESTE,58,Adulto
17314399985,Diego Sant’anna,SUDESTE,73,Idoso
17326086039,Débora Batista,CENTRO-OESTE,31,Adulto
17328720872,Cristiano Carvalho,NORDESTE,28,Jovem
17331532486,Jonathan Souza,NORTE,32,Adulto
17333604775,Patrícia Araújo,SUL,28,Jovem
17341180436,Cecília Queiroz,CENTRO-OESTE,61,Idoso
17342815895,Heitor Andrade,SUDESTE,70,Idoso
17346072983,Elaine Santana,SUL,20,Jovem
17347066474,Letícia Barreto,SUDESTE,31,Adulto
17366862538,Eduarda Peixoto,NORTE,50,Adulto
17376895285,Fabiana Araújo,SUDESTE,29,Jovem
17387043472,Simone Rangel,NORDESTE,30,Adulto
17391453913,Elisa Brito,CENTRO-OESTE,59,Adulto
17396130520,Vitória Andrade,SUDESTE,70,Idoso
17401031838,Arthur Barros,CENTRO-OESTE,52,Adulto
17402629864,Karina Paiva,SUDESTE,43,Adulto
17405700937,Vinícius Teixeira,NORDESTE,38,Adulto
17409097960,Diogo Azevedo,SUL,29,Jovem
17424403166,Thiago Barbosa,NORDESTE,41,Adulto
17435632088,Otávio Campos,SUL,60,Adulto
17444959033,Bárbara Toledo,NORDESTE,42,Adulto
17456052764,Erick Bezerra,SUDESTE,41,Adulto
17458620536,Isabela Pontes,NORDESTE,58,Adulto
17461096989,Jonathan Mendes,NORDESTE,27,Jovem
17467182260,Karina Ribeiro,SUDESTE,23,Jovem
17470406317,Caíque Pereira,NORDESTE,30,Adulto
17477476227,Renato Siqueira,NORDESTE,21,Jovem
17480447754,Isabela Sant’anna,NORDESTE,49,Adulto
17480926266,Rodrigo Rangel,SUDESTE,72,Idoso
17486034322,Elisa Brito,CENTRO-OESTE,40,Adulto
17517566515,Bianca Teixeira,SUDESTE,64,Idoso
17522840998,Bárbara Andrade,CENTRO-OESTE,28,Jovem
17523641089,Patrícia Rodrigues,NORTE,54,Adulto
17524599183,Estela Pinheiro,NORDESTE,38,Adulto
17527239156,Antônio Toledo,SUDESTE,58,Adulto
17533997907,Caio Azevedo,SUDESTE,33,Adulto
17535899215,Camila Moura,NORDESTE,41,Adulto
17540382531,Diego Campos,SUDESTE,20,Jovem
17556050741,Alessandra Teixeira,NORDESTE,29,Jovem
17568141370,Débora Moreira,NORDESTE,61,Idoso
17588969755,Matheus Martins,NORDESTE,47,Adulto
17598562073,Elisa Martins,SUL,46,Adulto
17601873032,Bianca Ribeiro,SUDESTE,57,Adulto
17604773271,Renato Mendes,NORDESTE,37,Adulto
17608902309,Débora Araújo,NORDESTE,41,Adulto
17624158014,Matheus Rangel,SUDESTE,19,Jovem
17650279932,Cristiano Bonfim,CENTRO-OESTE,53,Adulto
17652324246,Clara Batista,SUDESTE,38,Adulto
17672367386,Júlia Macedo,CENTRO-OESTE,38,Adulto
17674724153,Elaine Pires,CENTRO-OESTE,29,Jovem
17681169453,Arthur Campos,CENTRO-OESTE,58,Adulto
17692903958,Henrique Araújo,SUL,40,Adulto
17696124577,José Freitas,CENTRO-OESTE,52,Adulto
17699381823,Thiago Pires,CENTRO-OESTE,59,Adulto
17701110686,Alice Macedo,SUL,28,Jovem
17718227085,Jonathan Rangel,SUL,51,Adulto
17724241298,Enzo Correia,NORDESTE,29,Jovem
17732668683,Flávia Lima,SUDESTE,47,Adulto
17737890761,Camila Paiva,NORDESTE,58,Adulto
17742797902,Heitor Pires,CENTRO-OESTE,21,Jovem
17748591193,Cristiano Correia,NORTE,22,Jovem
17751260868,Henrique Brito,SUL,31,Adulto
17764602988,Diogo Bonfim,NORDESTE,29,Jovem
17765325372,Rodrigo Maia,CENTRO-OESTE,30,Adulto
17766283958,Adriana Gomes,SUDESTE,41,Adulto
17772882208,Jonathan Fonseca,SUDESTE,32,Adulto
17775282881,João Rangel,NORDESTE,40,Adulto
17780659667,Bárbara Nunes,SUDESTE,40,Adulto
17782586402,José Moura,SUDESTE,49,Adulto
17782976708,Igor Rezende,SUDESTE,42,Adulto
17799320018,Henrique Fernandes,NORTE,40,Adulto
17803758153,Enzo Xavier,SUL,56,Adulto
17806055150,Eduarda Araújo,SUDESTE,43,Adulto
17809748806,Alessandra Barros,NORDESTE,71,Idoso
17813912750,Bárbara Dutra,NORDESTE,36,Adulto
17814053741,Letícia Araújo,SUL,20,Jovem
17815553486,Vitória Pinheiro,SUL,38,Adulto
17817082986,Fábio Almeida,SUL,29,Jovem
17818431046,Heitor Rodrigues,NORDESTE,49,Adulto
17819757797,Paula Maia,SUDESTE,63,Idoso
17819958691,Cristiano Guimarães,NORDESTE,36,Adulto
17836096902,Felipe Pontes,NORDESTE,46,Adulto
17840248484,Elaine Lima,SUL,19,Jovem
17841067010,Thiago Oliveira,NORDESTE,36,Adulto
17847818819,Mariana Freitas,NORDESTE,39,Adulto
17855107272,Matheus Amorim,SUL,41,Adulto
17859324367,Otávio Tavares,NORDESTE,31,Adulto
17871689736,Alessandra Dutra,SUDESTE,33,Adulto
17884120420,Lucas Moraes,SUL,31,Adulto
17892019054,Karina Rangel,NORDESTE,31,Adulto
17893345949,Adriana Souza,NORDESTE,38,Adulto
17904853372,Alice Almeida,SUDESTE,41,Adulto
17906385989,Otávio Rezende,NORDESTE,46,Adulto
17917341623,Evelin Silveira,SUDESTE,54,Adulto
17918571363,Fábio Dutra,SUDESTE,53,Adulto
17930588424,Augusto Azevedo,SUDESTE,30,Adulto
17936171407,Matheus Novaes,SUL,33,Adulto
17939799813,André Carvalho,SUDESTE,49,Adulto
17942314257,Matheus Mendes,SUL,38,Adulto
17942518591,Mariana Toledo,SUL,28,Jovem
17943780701,Cecília Fernandes,SUDESTE,18,Jovem
17949395343,Gustavo Reis,SUDESTE,50,Adulto
17955004322,Bárbara Assis,SUDESTE,69,Idoso
17956056329,Vinícius Rangel,SUDESTE,57,Adulto
17958852507,Fábio Fonseca,NORDESTE,47,Adulto
17967529212,Bruno Souza,NORDESTE,31,Adulto
17988914416,Letícia Silveira,SUDESTE,61,Idoso
17990384081,Diego Moreira,NORDESTE,53,Adulto
17995522102,Mariana Novaes,SUDESTE,50,Adulto
17998617421,Joana Guimarães,SUL,30,Adulto
18003142768,Matheus Andrade,SUL,61,Idoso
18005996253,Paula Siqueira,SUDESTE,23,Jovem
18017401483,Antônio Almeida,SUL,57,Adulto
18027511467,Elaine Novaes,SUDESTE,46,Adulto
18032752819,André Rocha,SUDESTE,51,Adulto
18036013335,Matheus Coelho,CENTRO-OESTE,59,Adulto
18040182416,Cecília Rocha,NORTE,23,Jovem
18043001330,Heitor Correia,NORDESTE,51,Adulto
18044741546,Vinícius Almeida,NORDESTE,51,Adulto
18044942905,Otávio Freitas,SUDESTE,38,Adulto
18056417638,Flávia Teixeira,SUDESTE,50,Adulto
18060138181,Yasmin Teixeira,CENTRO-OESTE,22,Jovem
18067598146,Júlia Siqueira,SUL,30,Adulto
18072168979,Fernando Cavalcante,SUDESTE,27,Jovem
18073510540,Débora Novaes,SUDESTE,63,Idoso
18077234076,Caíque Figueiredo,SUDESTE,44,Adulto
18077811336,André Oliveira,NORDESTE,58,Adulto
18080577340,Natalia Cunha,SUL,40,Adulto
18081842857,Isabela Dias,SUL,23,Jovem
18082217935,Amanda Sant’anna,SUDESTE,63,Idoso
18086570036,Rodrigo Barbosa,SUDESTE,59,Adulto
18088500631,Flávia Rezende,SUDESTE,60,Adulto
18095155631,Elisa Dutra,SUL,37,Adulto
18097308697,Renato Cavalcante,CENTRO-OESTE,23,Jovem
18099113476,Erick Almeida,NORDESTE,72,Idoso
18109623700,Gabriela Toledo,NORTE,32,Adulto
18113015017,Elisa Cunha,SUL,58,Adulto
18119812885,José Sant’anna,SUDESTE,29,Jovem
18121462517,Matheus Xavier,NORTE,30,Adulto
18123487347,Eduarda Pontes,CENTRO-OESTE,30,Adulto
18124085756,Cristiano Andrade,SUDESTE,27,Jovem
18130241882,Elaine Costa,NORDESTE,40,Adulto
18134158526,Fernando Figueiredo,CENTRO-OESTE,30,Adulto
18136000356,Vinícius Albuquerque,SUDESTE,57,Adulto
18136442626,Isabela Gomes,SUDESTE,21,Jovem
18138660054,Amanda Sales,NORTE,31,Adulto
18144411600,Adriana Reis,CENTRO-OESTE,39,Adulto
18146332295,Fabiana Gomes,SUDESTE,60,Adulto
18147658755,Augusto Oliveira,CENTRO-OESTE,24,Jovem
18149912609,Gustavo Barbosa,NORDESTE,29,Jovem
18153789755,Estela Reis,NORTE,42,Adulto
18162794496,Otávio Siqueira,SUDESTE,60,Adulto
18164445550,Yasmin Pires,SUDESTE,28,Jovem
18167300120,Augusto Moura,NORDESTE,63,Idoso
18169493071,Renato Pontes,SUDESTE,18,Jovem
18176101324,Fábio Reis,SUL,47,Adulto
18177200212,Adriana Rodrigues,NORDESTE,74,Idoso
18187388318,Gabriela Martins,SUDESTE,59,Adulto
18189157528,Isabela Nunes,SUDESTE,61,Idoso
18216509196,Elaine Rezende,SUDESTE,39,Adulto
18222820453,Augusto Monteiro,SUDESTE,29,Jovem
18231721987,Fabiana Silva,NORDESTE,39,Adulto
18235644304,Diego Barros,CENTRO-OESTE,28,Jovem
18240571599,João Xavier,SUDESTE,62,Idoso
18242351654,Diogo Pontes,NORDESTE,20,Jovem
18247925568,Adriana Assis,SUL,28,Jovem
18250098372,Simone Bezerra,SUL,60,Adulto
18284660059,João Maia,NORTE,28,Jovem
18287671993,Camila Andrade,SUL,61,Idoso
18293528897,Helena Xavier,NORTE,75,Idoso
18293634099,Natalia Lima,NORTE,30,Adulto
18301709181,Júlia Moreira,NORDESTE,19,Jovem
18303291362,Augusto Batista,NORDESTE,24,Jovem
18309930826,Alessandra Fernandes,SUDESTE,37,Adulto
18317032922,Evelin Santos,NORTE,29,Jovem
18319015097,Joana Figueiredo,SUDESTE,41,Adulto
18331422192,Otávio Guimarães,CENTRO-OESTE,38,Adulto
18334558064,Gustavo Xavier,CENTRO-OESTE,63,Idoso
18349700986,Larissa Freitas,SUDESTE,31,Adulto
18350998265,Matheus Aguiar,SUL,43,Adulto
18352969398,Alessandra Novaes,SUDESTE,32,Adulto
18362294767,Bruno Pereira,SUL,59,Adulto
18380306801,Thiago Mendes,NORDESTE,30,Adulto
18385454251,Diego Moreira,SUDESTE,19,Jovem
18387448620,Patrícia Dutra,SUL,47,Adulto
18392279711,Clara Paiva,NORTE,47,Adulto
18399213394,Felipe Batista,NORTE,41,Adulto
18401427307,Diogo Novaes,NORDESTE,22,Jovem
18419401747,Karina Santos,SUDESTE,63,Idoso
18435291966,Helena Rangel,SUDESTE,48,Adulto
18436744721,Arthur Moreira,NORTE,29,Jovem
18442588864,Clara Freitas,SUDESTE,32,Adulto
18443318748,Natalia Pereira,SUDESTE,38,Adulto
18444417569,Camila Silveira,SUL,60,Adulto
18453863026,Carla Paiva,NORDESTE,23,Jovem
18454432294,Paula Macedo,NORDESTE,30,Adulto
18456501269,Camila Guimarães,SUDESTE,25,Jovem
18457305320,Otávio Dias,SUDESTE,24,Jovem
18457350202,Alice Bonfim,SUDESTE,49,Adulto
18457935006,Cecília Figueiredo,SUL,30,Adulto
18460612938,Amanda Assis,NORTE,40,Adulto
18461144112,Rodrigo Albuquerque,SUDESTE,56,Adulto
18463014750,Clara Carvalho,NORDESTE,34,Adulto
18468598400,Rafael Dutra,CENTRO-OESTE,51,Adulto
18472135516,Henrique Sales,NORDESTE,43,Adulto
18475567782,Otávio Coelho,SUDESTE,63,Idoso
18478129203,Vinícius Siqueira,SUDESTE,53,Adulto
18480079307,Camila Novaes,NORDESTE,63,Idoso
18480220561,Patrícia Reis,SUDESTE,46,Adulto
18481440207,Sofia Paiva,SUDESTE,40,Adulto
18491233721,Simone Gomes,NORDESTE,30,Adulto
18492592453,Renato Amorim,CENTRO-OESTE,31,Adulto
18493923127,Augusto Macedo,NORTE,30,Adulto
18499047669,Fábio Albuquerque,NORDESTE,27,Jovem
18499733798,Flávia Bonfim,NORDESTE,30,Adulto
18501687926,Enzo Nunes,SUDESTE,29,Jovem
18503757973,Otávio Santana,SUL,20,Jovem
18513037014,Bárbara Bonfim,NORDESTE,57,Adulto
18513247611,Joana Dias,SUDESTE,31,Adulto
18517111050,Carla Peixoto,SUDESTE,29,Jovem
18517848187,Daniela Pontes,SUL,38,Adulto
18523524226,Mariana Rocha,SUL,29,Jovem
18529147951,Clara Barbosa,NORDESTE,41,Adulto
18542404700,Cecília Rezende,NORDESTE,32,Adulto
18549202435,João Batista,NORDESTE,29,Jovem
18557312782,Yasmin Costa,SUL,30,Adulto
18558759342,Isabela Albuquerque,SUDESTE,49,Adulto
18558835457,Thiago Andrade,SUDESTE,20,Jovem
18563737202,Elisa Oliveira,SUDESTE,22,Jovem
18565837257,Caio Dias,SUDESTE,34,Adulto
18567661463,Augusto Moura,SUDESTE,33,Adulto
18568229747,Mariana Almeida,SUDESTE,50,Adulto
18570275186,Caio Oliveira,NORDESTE,30,Adulto
18580371457,Fernando Martins,SUL,28,Jovem
18589775968,Caíque Campos,NORDESTE,22,Jovem
18594234089,Isabela Barbosa,SUL,57,Adulto
18594810776,Mariana Sales,SUDESTE,49,Adulto
18605266918,Vitória Correia,SUL,40,Adulto
18611075508,Vinícius Rodrigues,SUDESTE,37,Adulto
18611255955,Bárbara Cardoso,SUL,28,Jovem
18615472391,Evelin Assis,SUDESTE,57,Adulto
18615473851,Bruno Guimarães,SUL,27,Jovem
18621374382,Cristiano Macedo,NORDESTE,43,Adulto
18621517075,Fábio Macedo,SUL,48,Adulto
18623038219,André Araújo,SUDESTE,61,Idoso
18627009575,Elaine Nunes,NORDESTE,36,Adulto
18628121891,Caio Novaes,SUDESTE,20,Jovem
18642244191,Erick Nunes,NORDESTE,21,Jovem
18650086147,André Barreto,SUDESTE,32,Adulto
18652990598,Elis Moura,SUDESTE,38,Adulto
18653028056,Vinícius Antunes,SUL,29,Jovem
18653037477,Matheus Barros,SUL,22,Jovem
18656904227,Adriana Oliveira,SUDESTE,29,Jovem
18661886715,Jonathan Guimarães,NORDESTE,62,Idoso
18662075103,Fábio Figueiredo,SUL,29,Jovem
18666003496,Arthur Correia,SUDESTE,31,Adulto
18672092285,Bárbara Rocha,SUDESTE,21,Jovem
18673674568,Sofia Barreto,NORDESTE,21,Jovem
18676788041,Camila Lima,NORDESTE,40,Adulto
18678760646,Elis Fernandes,SUDESTE,58,Adulto
18684154559,Fábio Figueiredo,NORDESTE,21,Jovem
18684734398,Elaine Aguiar,SUDESTE,50,Adulto
18686620282,Bianca Guimarães,NORTE,41,Adulto
18689851179,Patrícia Silveira,SUL,51,Adulto
18690086233,Débora Barros,SUDESTE,38,Adulto
18691762356,Elaine Rodrigues,SUDESTE,58,Adulto
18691901115,Caio Almeida,SUDESTE,51,Adulto
18700811457,Larissa Pinheiro,NORTE,63,Idoso
18702449548,Joana Pires,NORTE,19,Jovem
18703207800,Arthur Dias,SUDESTE,26,Jovem
18721564897,Vitória Peixoto,NORDESTE,48,Adulto
18723970381,Carla Moraes,SUDESTE,35,Adulto
18734985757,Vitória Correia,NORDESTE,31,Adulto
18752577946,Flávia Peixoto,SUDESTE,39,Adulto
18753274096,Eduarda Nunes,NORDESTE,25,Jovem
18755619021,Camila Batista,NORDESTE,28,Jovem
18757201482,Estela Novaes,NORTE,36,Adulto
18758107084,Paula Toledo,SUDESTE,49,Adulto
18764682252,Erick Novaes,NORTE,32,Adulto
18773113599,Arthur Pontes,SUDESTE,61,Idoso
18784195025,Bianca Albuquerque,SUDESTE,46,Adulto
18785623002,Carla Nunes,CENTRO-OESTE,33,Adulto
18796861103,Simone Prado,SUL,51,Adulto
18797130347,Antônio Barbosa,SUDESTE,22,Jovem
18809166124,Fernando Novaes,SUDESTE,30,Adulto
18809898194,Antônio Peixoto,SUDESTE,49,Adulto
18813214878,Carla Brito,NORTE,30,Adulto
18813777012,Cecília Cavalcante,SUDESTE,19,Jovem
18813805753,Fabiana Ribeiro,SUDESTE,60,Adulto
18821944901,Isabela Aguiar,SUDESTE,27,Jovem
18823362365,Joana Prado,SUDESTE,47,Adulto
18827323107,Eduarda Monteiro,NORDESTE,38,Adulto
18832713915,Flávia Sales,SUDESTE,60,Adulto
18835302202,Renato Queiroz,NORDESTE,49,Adulto
18835875127,Karina Silveira,SUL,23,Jovem
18842386709,Flávia Moura,SUDESTE,40,Adulto
18853621206,Enzo Maia,NORDESTE,29,Jovem
18854794972,Diogo Toledo,CENTRO-OESTE,62,Idoso
18855121545,Ana Oliveira,NORDESTE,40,Adulto
18859698245,Antônio Fonseca,NORTE,41,Adulto
18868712019,Lucas Gomes,SUDESTE,63,Idoso
18869642354,Vitória Martins,SUDESTE,37,Adulto
18880829920,Igor Barreto,SUL,68,Idoso
18883100980,Gustavo Assis,NORDESTE,53,Adulto
18886466567,Heitor Silveira,SUDESTE,52,Adulto
18888315866,Isabela Figueiredo,NORDESTE,40,Adulto
18908114679,Alessandra Ribeiro,SUDESTE,20,Jovem
18908963878,Evelin Dutra,NORTE,32,Adulto
18913030102,Tatiana Rodrigues,NORDESTE,51,Adulto
18923719742,Vitória Santos,SUDESTE,31,Adulto
18929301303,Carla Aguiar,SUL,21,Jovem
18932422628,Vinícius Freitas,NORDESTE,40,Adulto
18936789852,Adriana Paiva,SUDESTE,40,Adulto
18937304732,Igor Maia,CENTRO-OESTE,78,Idoso
18942452953,Evelin Assis,NORDESTE,22,Jovem
18943181805,Mariana Campos,NORDESTE,39,Adulto
18952048217,Bárbara Rocha,NORTE,49,Adulto
18953126109,Eduarda Barreto,SUDESTE,74,Idoso
18984803741,Arthur Santos,SUDESTE,36,Adulto
18986806210,Débora Freitas,SUDESTE,21,Jovem
18999287358,Diogo Moreira,CENTRO-OESTE,59,Adulto
19000170680,Fabiana Campos,NORDESTE,21,Jovem
19003319001,Patrícia Antunes,NORTE,23,Jovem
19004413710,Lucas Barros,NORDESTE,39,Adulto
19004428993,Cecília Bonfim,SUDESTE,30,Adulto
19006388460,Alessandra Brito,SUL,56,Adulto
19013341212,Vinícius Moreira,SUDESTE,30,Adulto
19014727565,Karina Souza,SUL,20,Jovem
19018467904,Vinícius Cunha,SUDESTE,75,Idoso
19019782632,Yasmin Tavares,SUDESTE,69,Idoso
19020102579,Isabela Pontes,CENTRO-OESTE,30,Adulto
19020943977,Elis Rodrigues,SUDESTE,50,Adulto
19020959849,Fernando Cunha,SUDESTE,31,Adulto
19022394079,Paula Pontes,NORDESTE,42,Adulto
19024984398,Caíque Dias,SUL,28,Jovem
19028254703,Yasmin Barros,SUL,21,Jovem
19029205867,Elaine Sales,SUDESTE,38,Adulto
19033663558,Alessandra Brito,SUL,57,Adulto
19034587525,Vitória Rangel,NORDESTE,41,Adulto
19042865563,Heitor Peixoto,SUDESTE,22,Jovem
19043647607,Mariana Moraes,NORTE,48,Adulto
19048664499,Enzo Pontes,SUDESTE,59,Adulto
19049671734,Carla Araújo,SUL,70,Idoso
19049772013,Elaine Sales,SUDESTE,37,Adulto
19053895390,Alessandra Ribeiro,SUDESTE,58,Adulto
19057543549,Breno Lima,SUDESTE,72,Idoso
19061140826,Breno Monteiro,SUDESTE,37,Adulto
19062971279,Bruno Cardoso,SUDESTE,31,Adulto
19063193794,Eduarda Barbosa,SUDESTE,31,Adulto
19070913966,André Oliveira,SUDESTE,38,Adulto
19071220745,Daniela Xavier,SUDESTE,42,Adulto
19079281961,Caíque Andrade,SUL,52,Adulto
19082652966,Gustavo Silva,SUL,30,Adulto
19097313219,Clara Campos,NORDESTE,40,Adulto
19101643353,Letícia Albuquerque,NORDESTE,20,Jovem
19104033364,Yasmin Fonseca,NORDESTE,71,Idoso
19104681334,Amanda Maia,SUDESTE,23,Jovem
19108422142,Alice Barreto,SUDESTE,30,Adulto
19119244119,Cristiano Moreira,NORDESTE,19,Jovem
19120942684,Enzo Pires,SUDESTE,21,Jovem
19127310064,Ana Fernandes,NORDESTE,47,Adulto
19135229888,Alice Oliveira,SUL,53,Adulto
19139924510,Ana Macedo,SUDESTE,20,Jovem
19140691683,Heitor Rocha,SUDESTE,38,Adulto
19141959208,Alessandra Barros,SUL,45,Adulto
19141976263,Matheus Peixoto,SUDESTE,33,Adulto
19147644107,Camila Correia,NORDESTE,33,Adulto
19164541220,Matheus Almeida,SUDESTE,41,Adulto
19167414445,Eduarda Cardoso,NORDESTE,38,Adulto
19170898350,Felipe Sant’anna,NORDESTE,57,Adulto
19170967824,Júlia Xavier,SUDESTE,31,Adulto
19175648625,Tatiana Ribeiro,SUDESTE,30,Adulto
19178186638,Alessandra Andrade,SUDESTE,50,Adulto
19178809249,Natalia Novaes,SUDESTE,39,Adulto
19179118135,Tatiana Maia,NORDESTE,58,Adulto
19179225194,Yasmin Albuquerque,SUDESTE,20,Jovem
19181723112,Amanda Moreira,SUDESTE,21,Jovem
19193012479,Heitor Silveira,NORTE,37,Adulto
19193224619,Cristiano Prado,SUDESTE,62,Idoso
19198678250,Cecília Araújo,SUDESTE,53,Adulto
19207850567,Gabriela Amorim,SUDESTE,52,Adulto
19209724600,Igor Costa,SUDESTE,42,Adulto
19213883923,Débora Assis,SUDESTE,31,Adulto
19219224790,Fabiana Azevedo,NORDESTE,48,Adulto
19231797991,Caio Cardoso,SUDESTE,40,Adulto
19233392912,Elisa Pontes,NORTE,27,Jovem
19247193925,Gustavo Moura,CENTRO-OESTE,49,Adulto
19249738231,Lucas Assis,NORDESTE,39,Adulto
19251626171,Evelin Siqueira,NORTE,27,Jovem
19255980676,Jonathan Campos,SUDESTE,20,Jovem
19285078331,Vinícius Freitas,NORDESTE,32,Adulto
19290345299,Beatriz Freitas,SUDESTE,50,Adulto
19290627613,Gustavo Andrade,CENTRO-OESTE,29,Jovem
19291278044,Adriana Peixoto,NORDESTE,39,Adulto
19300734287,Evelin Assis,SUDESTE,38,Adulto
19305450013,Patrícia Dias,SUDESTE,40,Adulto
19319246449,Elis Maia,SUDESTE,39,Adulto
19322164643,Bárbara Coelho,SUL,38,Adulto
19329611737,Cecília Albuquerque,SUDESTE,30,Adulto
19331046083,Evelin Souza,NORDESTE,31,Adulto
19331558169,Júlia Almeida,SUDESTE,36,Adulto
19338623288,Ana Antunes,NORDESTE,55,Adulto
19349568798,Lucas Novaes,NORDESTE,38,Adulto
19357011309,Lucas Barreto,SUDESTE,41,Adulto
19358071371,Karina Queiroz,NORDESTE,29,Jovem
19379644573,Fabiana Correia,NORTE,60,Adulto
19379730117,Bárbara Prado,SUDESTE,62,Idoso
19380685041,Tatiana Carvalho,NORDESTE,29,Jovem
19385621933,Estela Dias,SUDESTE,72,Idoso
19388623620,Elisa Antunes,SUDESTE,47,Adulto
19393897388,Carla Toledo,SUDESTE,29,Jovem
19394492783,Elisa Pereira,SUL,42,Adulto
